"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","4/29/2025 6:47:01 PM","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready","Interactive/Background","4/29/2025 10:53:38 AM","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready","Interactive/Background","4/29/2025 10:53:38 AM","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Chkdsk\ProactiveScan","N/A","Ready","Interactive/Background","4/29/2025 4:02:30 PM","0","Microsoft Corporation","COM handler","N/A","NTFS Volume Health Scan","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Chkdsk\SyspartRepair","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\system32\bcdboot.exe %windir% /sysrepair","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Clip\License Validation","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%SystemRoot%\system32\ClipUp.exe -p -s -o","N/A","Windows Store legacy license migration task","Disabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\CloudExperienceHost\CreateObjectTask","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Customer Experience Improvement Program\Consolidator","4/30/2025 12:00:00 AM","Ready","Interactive/Background","4/29/2025 6:00:22 PM","0","Microsoft Corporation","%SystemRoot%\System32\wsqmcons.exe ","N/A","If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","1/2/2004","N/A","N/A","N/A","6 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DC","\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip","N/A","Ready","Interactive/Background","4/28/2025 12:45:58 PM","0","Microsoft Corporation","COM handler","N/A","The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is ","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","4/29/2025 11:54:11 PM","Ready","Interactive/Background","4/29/2025 1:53:14 AM","0","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for latent corruptions","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Daily ","11:00:00 PM","1/1/2011","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"DC","\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","4/29/2025 11:55:04 PM","Ready","Interactive/Background","4/29/2025 1:53:14 AM","0","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for latent corruptions","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for latent corruptions","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for fast crash recovery","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Defrag\ScheduledDefrag","N/A","Ready","Interactive/Background","4/29/2025 1:58:29 AM","0","Microsoft Corporation","%windir%\system32\defrag.exe -c -h -k -g -$","N/A","This task optimizes local storage drives.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Device Information\Device","4/30/2025 3:29:55 AM","Ready","Interactive/Background","4/29/2025 3:46:38 AM","0","N/A","%windir%\system32\devicecensus.exe SystemCxt","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","3:00:00 AM","9/1/2008","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DC","\Microsoft\Windows\Device Information\Device","4/30/2025 4:19:55 AM","Ready","Interactive/Background","4/29/2025 3:46:38 AM","0","N/A","%windir%\system32\devicecensus.exe SystemCxt","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Device Information\Device User","N/A","Ready","Interactive/Background","4/29/2025 10:43:12 AM","0","N/A","%windir%\system32\devicecensus.exe UserCxt","N/A","N/A","Enabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1440 minutes","","INTERACTIVE","Disabled","96:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Device Setup\Metadata Refresh","N/A","Ready","Interactive/Background","4/20/2025 4:26:39 PM","0","Microsoft Corporation","COM handler","N/A","Performs a device metadata refresh on a periodic basis","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Diagnosis\Scheduled","N/A","Ready","Interactive/Background","4/28/2025 12:45:58 PM","0","Microsoft Corporation","COM handler","N/A","The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready","Interactive/Background","2/3/2025 8:05:20 AM","0","N/A","%windir%\system32\directxdatabaseupdater.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready","Interactive/Background","2/3/2025 8:05:20 AM","0","N/A","%windir%\system32\directxdatabaseupdater.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\DiskCleanup\SilentCleanup","N/A","Ready","Interactive/Background","4/29/2025 4:02:30 PM","0","Microsoft Corporation","%windir%\system32\cleanmgr.exe /autocleanstoragesense /d %systemdrive%","N/A","Maintenance task used by the system to launch a silent auto disk cleanup when running low on free disk space.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Users","Disabled","00:15:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector","N/A","Ready","Interactive/Background","4/28/2025 12:45:58 PM","0","Microsoft Corporation","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","N/A","The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%windir%\system32\DFDWiz.exe ","N/A","The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.","Disabled","Disabled","","Users","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\DiskFootprint\Diagnostics","N/A","Ready","Interactive/Background","4/29/2025 4:02:30 PM","0","N/A","%windir%\system32\disksnapshot.exe -z","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\DiskFootprint\StorageSense","N/A","Ready","Interactive/Background","4/29/2025 4:02:30 PM","-2147221164","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\EDP\EDP App Launch Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\EDP\EDP Auth Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\EDP\StorageCardEncryption Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","4/29/2025 1:47:58 AM","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","4/29/2025 1:47:58 AM","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","4/29/2025 1:47:58 AM","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Synchronizes the File Classification Infrastructure taxonomy on the computer with the resource property definitions stored in Active Directory Domain Services.","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1 minutes","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Daily ","3:00:00 AM","11/9/2006","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/29/2025 2:02:30 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting","N/A","Ready","Interactive/Background","4/29/2025 4:02:30 PM","0","Microsoft Corporation","COM handler","N/A","Task periodically logging feature usage reports","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","4/30/2025 12:27:30 AM","Ready","Interactive/Background","4/29/2025 8:07:51 PM","-2147012889","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","One Time Only, Minute ","7:39:32 AM","4/21/2025","N/A","N/A","N/A","3 Hour(s), 43 Minute(s)","None","Disabled","Disabled"
