"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","4/30/2025 12:18:55 AM","Ready","Interactive/Background","4/29/2025 8:07:51 PM","-2147012889","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Input\LocalUserSyncDataAvailable","N/A","Ready","Interactive/Background","2/3/2025 5:53:34 AM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Input\MouseSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Input\PenSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Input\TouchpadSyncDataAvailable","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\InstallService\ScanForUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","5:00:00 PM","12/31/2013","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DC","\Microsoft\Windows\InstallService\ScanForUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\ScanForUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only","5:00:00 PM","12/31/2013","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"DC","\Microsoft\Windows\InstallService\ScanForUpdatesAsUser","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Disabled","","INTERACTIVE","Disabled","04:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\SmartRetry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\SmartRetry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only","5:00:00 PM","12/31/2013","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"DC","\Microsoft\Windows\InstallService\SmartRetry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\SmartRetry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\SmartRetry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\SmartRetry","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only","5:00:00 PM","12/31/2013","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"DC","\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","5:00:00 PM","12/31/2013","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready","Interactive/Background","4/29/2025 10:41:50 AM","-2147221243","Microsoft Corporation","COM handler","N/A","Synchronize User Language Settings from other devices.","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready","Interactive/Background","4/29/2025 10:41:50 AM","-2147221243","Microsoft Corporation","COM handler","N/A","Synchronize User Language Settings from other devices.","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready","Interactive/Background","4/29/2025 11:02:36 AM","0","Microsoft Corporation","COM handler","N/A","Install language components that match the user's language list.","Enabled","Disabled","No Start On Batteries","INTERACTIVE","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready","Interactive/Background","4/29/2025 11:02:36 AM","0","Microsoft Corporation","COM handler","N/A","Install language components that match the user's language list.","Enabled","Disabled","No Start On Batteries","INTERACTIVE","Disabled","01:00:00","Scheduling data is not available in this format.","At idle time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation","N/A","Disabled","Interactive/Background","4/20/2025 4:26:39 PM","0","Microsoft Corporation","COM handler","N/A","Uninstall language components that are not in any user's language list.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\License Manager\TempSignedLicenseExchange","N/A","Ready","Interactive/Background","4/29/2025 4:02:30 PM","0","Microsoft Corporation","COM handler","N/A","Exchanges temporary preinstalled licenses for Windows Store licenses.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Location\Notifications","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\System32\LocationNotificationWindows.exe ","N/A","Location Notification","Enabled","Disabled","","Authenticated Users","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Location\WindowsActionDialog","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%windir%\System32\WindowsActionDialog.exe ","N/A","Location Notification","Enabled","Disabled","","Authenticated Users","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Maintenance\WinSAT","N/A","Disabled","Interactive/Background","4/29/2025 12:02:53 PM","0","Microsoft","COM handler","N/A","Measures a system's performance and capabilities","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","00:30:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Maps\MapsToastTask","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task shows various Map related toasts","Disabled","Disabled","","INTERACTIVE","Disabled","00:00:05","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Maps\MapsUpdateTask","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","NETWORK SERVICE","Disabled","00:00:40","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","10/21/2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Schedules a memory diagnostic in response to system events.","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Schedules a memory diagnostic in response to system events.","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Schedules a memory diagnostic in response to system events.","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Schedules a memory diagnostic in response to system events.","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Detects and mitigates problems in physical memory (RAM).","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Administrators","Disabled","02:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\MUI\LPRemove","N/A","Ready","Interactive/Background","4/28/2025 12:45:58 PM","0","Microsoft Corporation","%windir%\system32\lpremove.exe ","N/A","Launch language cleanup tool","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","09:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","System Sounds User Mode Agent","Disabled","Disabled","","Users","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\NetTrace\GatherNetworkInfo","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft","%windir%\system32\gatherNetworkInfo.vbs ","$(Arg1)","Network information collector","Enabled","Disabled","Stop On Battery Mode","Users","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Network Controller\SDN Diagnostics Task","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%windir%\System32\SDNDiagnosticsTask.exe ","N/A","This task manages SDN diagnostics logs.","Disabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only, Minute ","12:00:00 AM","8/21/2015","N/A","N/A","N/A","0 Hour(s), 30 Minute(s)","None","Disabled","Disabled"
"DC","\Microsoft\Windows\Network Controller\SDN Diagnostics Task","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%windir%\System32\SDNDiagnosticsTask.exe ","N/A","This task manages SDN diagnostics logs.","Disabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Offline Files\Background Synchronization","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.","Disabled","Disabled","","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 AM","1/1/2008","N/A","N/A","N/A","2 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"DC","\Microsoft\Windows\Offline Files\Logon Synchronization","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task initiates synchronization of Offline Files when a user logs onto the system.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\PI\Secure-Boot-Update","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","This task updates the Secure Boot variables.","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\PI\Sqm-Tasks","N/A","Ready","Interactive/Background","4/20/2025 4:26:39 PM","0","Microsoft Corporation","COM handler","N/A","This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\PLA\Server Manager Performance Monitor","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%systemroot%\system32\rundll32.exe %systemroot%\system32\pla.dll,PlaHost Server Manager Performance Monitor"" ""$(Arg0)""""","N/A","N/A","Disabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","Ready","Interactive/Background","2/3/2025 7:38:31 AM","0","Microsoft Corporation","COM handler","N/A","Device Installation Group Policy Change Handler","Enabled","Disabled","","SYSTEM","Disabled","24:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready","Interactive/Background","4/29/2025 10:41:07 AM","0","Microsoft Corporation","COM handler","N/A","Notifies the user that Windows needs to be restarted to finish setting up a device.","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready","Interactive/Background","4/29/2025 10:41:07 AM","0","Microsoft Corporation","COM handler","N/A","Notifies the user that Windows needs to be restarted to finish setting up a device.","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DC","\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%SystemRoot%\System32\drvinst.exe 6","N/A","Generalize driver state in order to prepare the system to be bootable on any hardware configuration.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"DC","\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem","N/A","Ready","Interactive/Background","4/29/2025 4:22:10 PM","0","Microsoft Corporation","COM handler","N/A","This task analyzes the system looking for conditions that may cause high energy use.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
