"DisplayName","Name","State","StartMode","PathName","Suspicious"
"Serial Mouse Driver","sermouse","Stopped","Manual","C:\Windows\system32\drivers\sermouse.sys","False"
"High-Capacity Floppy Disk Drive","sfloppy","Stopped","Manual","C:\Windows\system32\drivers\sfloppy.sys","False"
"System Guard Runtime Monitor Agent","SgrmAgent","Running","Boot","C:\Windows\system32\drivers\SgrmAgent.sys","False"
"SiSRaid2","SiSRaid2","Stopped","Manual","C:\Windows\system32\drivers\SiSRaid2.sys","False"
"SiSRaid4","SiSRaid4","Stopped","Manual","C:\Windows\system32\drivers\sisraid4.sys","False"
"SmartSAMD","SmartSAMD","Stopped","Manual","C:\Windows\system32\drivers\SmartSAMD.sys","False"
"smbdirect","smbdirect","Stopped","Manual","C:\Windows\system32\DRIVERS\smbdirect.sys","False"
"Space Parser","spaceparser","Stopped","Manual","C:\Windows\system32\drivers\spaceparser.sys","False"
"Storage Spaces Driver","spaceport","Running","Boot","C:\Windows\system32\drivers\spaceport.sys","False"
"Holographic Spatial Graph Filter","SpatialGraphFilter","Stopped","Manual","C:\Windows\system32\drivers\SpatialGraphFilter.sys","False"
"Simple Peripheral Bus Support Library","SpbCx","Stopped","Manual","C:\Windows\system32\drivers\SpbCx.sys","False"
"Server SMB 2.xxx Driver","srv2","Running","Manual","C:\Windows\system32\DRIVERS\srv2.sys","False"
"srvnet","srvnet","Running","Manual","C:\Windows\system32\DRIVERS\srvnet.sys","False"
"stexstor","stexstor","Stopped","Manual","C:\Windows\system32\drivers\stexstor.sys","False"
"Microsoft Standard SATA AHCI Driver","storahci","Running","Boot","C:\Windows\system32\drivers\storahci.sys","False"
"Microsoft Hyper-V Storage Accelerator","storflt","Stopped","Manual","C:\Windows\system32\drivers\vmstorfl.sys","False"
"Microsoft Standard NVM Express Driver","stornvme","Stopped","Manual","C:\Windows\system32\drivers\stornvme.sys","False"
"Storage QoS Filter Driver","storqosflt","Running","Auto","C:\Windows\system32\drivers\storqosflt.sys","False"
"Microsoft Universal Flash Storage (UFS) Driver","storufs","Stopped","Manual","C:\Windows\system32\drivers\storufs.sys","False"
"storvsc","storvsc","Stopped","Manual","C:\Windows\system32\drivers\storvsc.sys","False"
"Software Bus Driver","swenum","Running","Manual","C:\Windows\system32\DriverStore\FileRepository\swenum.inf_amd64_16a14542b63c02af\swenum.sys","False"
"Synth3dVsc","Synth3dVsc","Stopped","Manual","C:\Windows\system32\drivers\Synth3dVsc.sys","False"
"TCP/IP Protocol Driver","Tcpip","Running","Boot","C:\Windows\system32\drivers\tcpip.sys","False"
"@todo.dll,-100;Microsoft IPv6 Protocol Driver","Tcpip6","Stopped","Manual","C:\Windows\system32\drivers\tcpip.sys","False"
"TCP/IP Registry Compatibility","tcpipreg","Running","Auto","C:\Windows\system32\drivers\tcpipreg.sys","False"
"NetIO Legacy TDI Support Driver","tdx","Running","System","C:\Windows\system32\DRIVERS\tdx.sys","False"
"Intel(R) Telemetry Service","Telemetry","Running","Boot","C:\Windows\system32\drivers\IntelTA.sys","False"
"Microsoft Remote Desktop Input Driver","terminpt","Stopped","Manual","C:\Windows\system32\drivers\terminpt.sys","False"
"TPM","TPM","Stopped","Manual","C:\Windows\system32\drivers\tpm.sys","False"
"Remote Desktop USB Hub Class Filter Driver","TsUsbFlt","Stopped","Manual","C:\Windows\system32\drivers\tsusbflt.sys","False"
"Remote Desktop Generic USB Device","TsUsbGD","Stopped","Manual","C:\Windows\system32\drivers\TsUsbGD.sys","False"
"Remote Desktop USB Hub","tsusbhub","Stopped","Manual","C:\Windows\system32\drivers\tsusbhub.sys","False"
"Microsoft Tunnel Miniport Adapter Driver","tunnel","Stopped","Manual","C:\Windows\system32\drivers\tunnel.sys","False"
"USB Attached SCSI (UAS) Driver","UASPStor","Stopped","Manual","C:\Windows\system32\drivers\uaspstor.sys","False"
"USB Connector Manager KMDF Class Extension","UcmCx0101","Stopped","Manual","C:\Windows\system32\Drivers\UcmCx.sys","False"
"UCM-TCPCI KMDF Class Extension","UcmTcpciCx0101","Stopped","Manual","C:\Windows\system32\Drivers\UcmTcpciCx.sys","False"
"UCM-UCSI ACPI Client","UcmUcsiAcpiClient","Stopped","Manual","C:\Windows\system32\drivers\UcmUcsiAcpiClient.sys","False"
"UCM-UCSI KMDF Class Extension","UcmUcsiCx0101","Stopped","Manual","C:\Windows\system32\Drivers\UcmUcsiCx.sys","False"
"UCPD","UCPD","Running","System","C:\Windows\system32\drivers\UCPD.sys","False"
"USB Host Support Library","Ucx01000","Running","Manual","C:\Windows\system32\drivers\ucx01000.sys","False"
"USB Device Emulation Support Library","UdeCx","Stopped","Manual","C:\Windows\system32\drivers\udecx.sys","False"
"udfs","udfs","Running","Disabled","C:\Windows\system32\DRIVERS\udfs.sys","False"
"Microsoft UEFI Driver","UEFI","Stopped","Manual","C:\Windows\system32\DriverStore\FileRepository\uefi.inf_amd64_c1628ffa62c8e54c\UEFI.sys","False"
"UevAgentDriver","UevAgentDriver","Stopped","Disabled","C:\Windows\system32\drivers\UevAgentDriver.sys","False"
"USB Function Class Extension","Ufx01000","Stopped","Manual","C:\Windows\system32\drivers\ufx01000.sys","False"
"USB Chipidea Controller","UfxChipidea","Stopped","Manual","C:\Windows\system32\DriverStore\FileRepository\ufxchipidea.inf_amd64_1c78775fffab6a0a\UfxChipidea.sys","False"
"USB Synopsys Controller","ufxsynopsys","Stopped","Manual","C:\Windows\system32\drivers\ufxsynopsys.sys","False"
"UMBus Enumerator Driver","umbus","Running","Manual","C:\Windows\system32\DriverStore\FileRepository\umbus.inf_amd64_b78a9c5b6fd62c27\umbus.sys","False"
"Microsoft UMPass Driver","UmPass","Stopped","Manual","C:\Windows\system32\drivers\umpass.sys","False"
"Chipidea USB Role-Switch Driver","UrsChipidea","Stopped","Manual","C:\Windows\system32\DriverStore\FileRepository\urschipidea.inf_amd64_78ad1c14e33df968\urschipidea.sys","False"
"USB Role-Switch Support Library","UrsCx01000","Stopped","Manual","C:\Windows\system32\drivers\urscx01000.sys","False"
"Synopsys USB Role-Switch Driver","UrsSynopsys","Stopped","Manual","C:\Windows\system32\DriverStore\FileRepository\urssynopsys.inf_amd64_057fa37902020500\urssynopsys.sys","False"
"USB Audio Driver (WDM)","usbaudio","Stopped","Manual","C:\Windows\system32\drivers\usbaudio.sys","False"
"USB Audio 2.0 Service","usbaudio2","Stopped","Manual","C:\Windows\system32\drivers\usbaudio2.sys","False"
"Microsoft USB Generic Parent Driver","usbccgp","Stopped","Manual","C:\Windows\system32\drivers\usbccgp.sys","False"
"eHome Infrared Receiver (USBCIR)","usbcir","Stopped","Manual","C:\Windows\system32\drivers\usbcir.sys","False"
"Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","usbehci","Stopped","Manual","C:\Windows\system32\drivers\usbehci.sys","False"
"Microsoft USB Standard Hub Driver","usbhub","Stopped","Manual","C:\Windows\system32\drivers\usbhub.sys","False"
"SuperSpeed Hub","USBHUB3","Running","Manual","C:\Windows\system32\drivers\UsbHub3.sys","False"
"Microsoft USB Open Host Controller Miniport Driver","usbohci","Stopped","Manual","C:\Windows\system32\drivers\usbohci.sys","False"
"Microsoft USB PRINTER Class","usbprint","Stopped","Manual","C:\Windows\system32\drivers\usbprint.sys","False"
"Microsoft USB Serial Driver","usbser","Stopped","Manual","C:\Windows\system32\drivers\usbser.sys","False"
"USB Mass Storage Driver","USBSTOR","Stopped","Manual","C:\Windows\system32\drivers\USBSTOR.SYS","False"
"Microsoft USB Universal Host Controller Miniport Driver","usbuhci","Stopped","Manual","C:\Windows\system32\drivers\usbuhci.sys","False"
"USB xHCI Compliant Host Controller","USBXHCI","Running","Manual","C:\Windows\system32\drivers\USBXHCI.SYS","False"
"VirtualBox Guest Driver","VBoxGuest","Running","Boot","C:\Windows\system32\DRIVERS\VBoxGuest.sys","False"
"VirtualBox Guest Mouse Service","VBoxMouse","Running","Manual","C:\Windows\system32\DRIVERS\VBoxMouse.sys","False"
"VirtualBox Shared Folders","VBoxSF","Running","System","C:\Windows\system32\drivers\VBoxSF.sys","False"
"VBoxWddm","VBoxWddm","Running","Manual","C:\Windows\system32\drivers\VBoxWddm.sys","False"
"Microsoft Virtual Drive Enumerator","vdrvroot","Running","Boot","C:\Windows\system32\drivers\vdrvroot.sys","False"
"Driver Verifier Extension","VerifierExt","Stopped","Disabled","C:\Windows\system32\drivers\VerifierExt.sys","False"
"vhdmp","vhdmp","Stopped","Manual","C:\Windows\system32\drivers\vhdmp.sys","False"
"Virtual HID Framework (VHF) Driver","vhf","Stopped","Manual","C:\Windows\system32\drivers\vhf.sys","False"
"Vid","Vid","Running","System","C:\Windows\system32\drivers\Vid.sys","False"
"VirtualRender","VirtualRender","Stopped","Manual","C:\Windows\system32\DriverStore\FileRepository\vrd.inf_amd64_81fbd405ff2470fc\vrd.sys","False"
"Virtual Machine Bus","vmbus","Stopped","Manual","C:\Windows\system32\drivers\vmbus.sys","False"
"VMBusHID","VMBusHID","Stopped","Manual","C:\Windows\system32\drivers\VMBusHID.sys","False"
"Microsoft Hyper-V Guest Infrastructure Driver","vmgid","Stopped","Manual","C:\Windows\system32\drivers\vmgid.sys","False"
"Volume Manager Driver","volmgr","Running","Boot","C:\Windows\system32\drivers\volmgr.sys","False"
"Dynamic Volume Manager","volmgrx","Running","Boot","C:\Windows\system32\drivers\volmgrx.sys","False"
"Volume Shadow Copy driver","volsnap","Running","Boot","C:\Windows\system32\drivers\volsnap.sys","False"
"Volume driver","volume","Running","Boot","C:\Windows\system32\drivers\volume.sys","False"
"Microsoft Hyper-V Virtual PCI Bus","vpci","Stopped","Manual","C:\Windows\system32\drivers\vpci.sys","False"
"vsmraid","vsmraid","Stopped","Manual","C:\Windows\system32\drivers\vsmraid.sys","False"
"VIA StorX Storage RAID Controller Windows Driver","VSTXRAID","Stopped","Manual","C:\Windows\system32\drivers\vstxraid.sys","False"
"Virtual Wireless Bus Driver","vwifibus","Stopped","Manual","C:\Windows\system32\drivers\vwifibus.sys","False"
"Virtual WiFi Filter Driver","vwififlt","Running","System","C:\Windows\system32\drivers\vwififlt.sys","False"
"Wacom Serial Pen HID Driver","WacomPen","Stopped","Manual","C:\Windows\system32\drivers\wacompen.sys","False"
"Remote Access IP ARP Driver","wanarp","Running","Auto","C:\Windows\system32\DRIVERS\wanarp.sys","False"
"Remote Access IPv6 ARP Driver","wanarpv6","Stopped","Manual","C:\Windows\system32\DRIVERS\wanarp.sys","False"
"Windows Container Isolation","wcifs","Running","Auto","C:\Windows\system32\drivers\wcifs.sys","False"
"Windows Container Name Virtualization","wcnfs","Stopped","Manual","C:\Windows\system32\drivers\wcnfs.sys","False"
"Microsoft Defender Antivirus Boot Driver","WdBoot","Stopped","Boot","C:\Windows\system32\drivers\wd\WdBoot.sys","False"
"Kernel Mode Driver Frameworks service","Wdf01000","Running","Boot","C:\Windows\system32\drivers\Wdf01000.sys","False"
"Microsoft Defender Antivirus Mini-Filter Driver","WdFilter","Running","Boot","C:\Windows\system32\drivers\wd\WdFilter.sys","False"
"WDI Driver Framework","wdiwifi","Stopped","Manual","C:\Windows\system32\DRIVERS\wdiwifi.sys","False"
"WdmCompanionFilter","WdmCompanionFilter","Stopped","Manual","C:\Windows\system32\drivers\WdmCompanionFilter.sys","False"
"Microsoft Defender Antivirus Network Inspection System Driver","WdNisDrv","Running","Manual","C:\Windows\system32\drivers\wd\WdNisDrv.sys","False"
"Microsoft Windows Filtering Platform","WFPLWFS","Running","Boot","C:\Windows\system32\drivers\wfplwfs.sys","False"
"WIMMount","WIMMount","Stopped","Manual","C:\Windows\system32\drivers\wimmount.sys","False"
"Windows Trusted Execution Environment Class Extension","WindowsTrustedRT","Running","Boot","C:\Windows\system32\drivers\WindowsTrustedRT.sys","False"
"Microsoft Windows Trusted Runtime Secure Service","WindowsTrustedRTProxy","Running","Boot","C:\Windows\system32\drivers\WindowsTrustedRTProxy.sys","False"
"WinMad Service","WinMad","Stopped","Manual","C:\Windows\system32\drivers\winmad.sys","False"
"Windows NAT Driver","WinNat","Stopped","Manual","C:\Windows\system32\drivers\winnat.sys","False"
"WinUsb Driver","WINUSB","Stopped","Manual","C:\Windows\system32\drivers\WinUSB.SYS","False"
"WinVerbs Service","WinVerbs","Stopped","Manual","C:\Windows\system32\drivers\winverbs.sys","False"
"Microsoft Windows Management Interface for ACPI","WmiAcpi","Stopped","Manual","C:\Windows\system32\drivers\wmiacpi.sys","False"
"Windows Overlay File System Filter Driver","Wof","Running","Boot","C:\Windows\system32\drivers\Wof.sys","False"
"WPD Upper Class Filter Driver","WpdUpFltr","Stopped","Manual","C:\Windows\system32\drivers\WpdUpFltr.sys","False"
"Winsock IFS Driver","ws2ifsl","Stopped","Disabled","C:\Windows\system32\drivers\ws2ifsl.sys","False"
"User Mode Driver Frameworks Platform Driver","WudfPf","Stopped","Manual","C:\Windows\system32\drivers\WudfPf.sys","False"
"Windows Driver Foundation - User-mode Driver Framework Reflector","WUDFRd","Stopped","Manual","C:\Windows\system32\drivers\WUDFRd.sys","False"
"Xbox Game Input Protocol Driver","xboxgip","Stopped","Manual","C:\Windows\system32\drivers\xboxgip.sys","False"
"XINPUT HID Filter Driver","xinputhid","Stopped","Manual","C:\Windows\system32\drivers\xinputhid.sys","False"
