"Name","Id","CPU","WorkingSet","StartTime"
"AggregatorHost","3560","0,015625","4767744","2/05/2025 1:30:56"
"ApplicationFrameHost","5320","0,078125","25165824","2/05/2025 1:33:52"
"csrss","468","0,25","6340608","2/05/2025 10:30:41"
"csrss","564","0,25","6803456","2/05/2025 10:30:41"
"ctfmon","4448","0,1875","20938752","2/05/2025 1:32:58"
"dfsrs","2908","0,5","24391680","2/05/2025 1:30:55"
"dllhost","2540","0,046875","12468224","2/05/2025 1:34:34"
"dns","2916","0,34375","130269184","2/05/2025 1:30:55"
"dwm","772","6,4375","84844544","2/05/2025 10:30:43"
"explorer","4128","3,640625","21774336","2/05/2025 1:32:58"
"fontdrvhost","3380","0,109375","5300224","2/05/2025 1:31:09"
"fontdrvhost","3860","0,03125","3682304","2/05/2025 1:31:09"
"Idle","0",,"8192",
"ismserv","2888","0,015625","6393856","2/05/2025 1:30:55"
"LogonUI","5600","0,203125","46395392","2/05/2025 3:08:33"
"lsass","708","47,09375","62988288","2/05/2025 10:30:42"
"Microsoft.ActiveDirectory.WebServices","2948","0,5625","50450432","2/05/2025 1:30:55"
"MicrosoftEdgeUpdate","4100","0,03125","4526080","2/05/2025 1:32:55"
"MoUsoCoreWorker","4924","0,140625","15200256","2/05/2025 3:12:16"
"msdtc","388","0,046875","10895360","2/05/2025 1:32:55"
"MsMpEng","2972","8,4375","226746368","2/05/2025 1:30:55"
"MusNotifyIcon","5404","0,015625","2039808","2/05/2025 1:36:48"
"NisSrv","3980","0,078125","10813440","2/05/2025 1:30:58"
"Registry","124","0,71875","72253440","2/05/2025 10:30:38"
"RuntimeBroker","4576","0,046875","21753856","2/05/2025 1:33:26"
"RuntimeBroker","5252","0","16384000","2/05/2025 1:33:01"
"RuntimeBroker","5504","0,078125","26165248","2/05/2025 1:33:02"
"RuntimeBroker","5716","0,03125","13324288","2/05/2025 1:33:03"
"SearchApp","5340","1,109375","140914688","2/05/2025 1:33:02"
"services","700","1,09375","13725696","2/05/2025 10:30:42"
"ShellExperienceHost","2516","0,3125","56119296","2/05/2025 1:33:26"
"sihost","2376","0,296875","29388800","2/05/2025 1:32:58"
"smss","364","0,1875","1286144","2/05/2025 10:30:39"
"StartMenuExperienceHost","4928","0,234375","60665856","2/05/2025 1:33:01"
"svchost","88","0,09375","8728576","2/05/2025 10:30:43"
"svchost","552","0,1875","11689984","2/05/2025 10:30:43"
"svchost","748","0,015625","13549568","2/05/2025 1:32:55"
"svchost","932","0,6875","23592960","2/05/2025 10:30:43"
"svchost","980","0,59375","12296192","2/05/2025 10:30:43"
"svchost","996","0,046875","10084352","2/05/2025 10:30:43"
"svchost","1064","0,0625","7405568","2/05/2025 10:30:43"
"svchost","1072","0,046875","12275712","2/05/2025 10:30:43"
"svchost","1092","0,0625","7364608","2/05/2025 10:30:43"
"svchost","1148","0,046875","7315456","2/05/2025 10:30:43"
"svchost","1160","0,015625","7684096","2/05/2025 1:32:58"
"svchost","1192","0,171875","10194944","2/05/2025 10:30:43"
"svchost","1220","2,375","21663744","2/05/2025 10:30:43"
"svchost","1248","0,0625","11653120","2/05/2025 1:32:56"
"svchost","1340","0,140625","18690048","2/05/2025 10:30:43"
"svchost","1432","0,109375","12558336","2/05/2025 10:30:43"
"svchost","1468","0,078125","7852032","2/05/2025 10:30:43"
"svchost","1524","0,03125","11210752","2/05/2025 10:30:43"
"svchost","1540","0,078125","10956800","2/05/2025 10:30:43"
"svchost","1564","0,0625","14061568","2/05/2025 10:30:43"
"svchost","1708","0","5599232","2/05/2025 10:30:45"
"svchost","1752","0,671875","16281600","2/05/2025 10:30:44"
"svchost","1800","0,0625","12328960","2/05/2025 1:32:58"
"svchost","1892","0,078125","11665408","2/05/2025 10:30:44"
"svchost","1900","0,03125","15056896","2/05/2025 1:31:59"
"svchost","1928","0,109375","9211904","2/05/2025 10:30:44"
"svchost","2176","0,0625","6053888","2/05/2025 10:30:45"
"svchost","2184","0,015625","8163328","2/05/2025 10:30:45"
"svchost","2272","0,078125","8683520","2/05/2025 1:30:47"
"svchost","2300","0,046875","9043968","2/05/2025 1:30:47"
"svchost","2328","0,078125","12972032","2/05/2025 1:30:47"
"svchost","2340","0,03125","13819904","2/05/2025 1:33:55"
"svchost","2364","0,0625","7802880","2/05/2025 1:30:47"
"svchost","2460","0","9383936","2/05/2025 1:30:47"
"svchost","2604","0","7380992","2/05/2025 1:30:48"
"svchost","2620","0,09375","15065088","2/05/2025 1:32:56"
"svchost","2640","0","6303744","2/05/2025 1:47:58"
"svchost","2668","1,703125","22499328","2/05/2025 2:41:51"
"svchost","2760","0,03125","8941568","2/05/2025 1:30:55"
"svchost","2840","0","6332416","2/05/2025 1:30:55"
"svchost","2852","0,578125","31236096","2/05/2025 1:30:55"
"svchost","2860","0,03125","10452992","2/05/2025 1:30:55"
"svchost","2900","0","7335936","2/05/2025 1:30:55"
"svchost","2924","0","6926336","2/05/2025 1:30:55"
"svchost","2984","1,171875","20221952","2/05/2025 1:30:55"
"svchost","3004","0,078125","11845632","2/05/2025 1:30:55"
"svchost","3068","0,25","14487552","2/05/2025 1:30:55"
"svchost","3104","0,0625","13328384","2/05/2025 1:30:55"
"svchost","3644","0,140625","31924224","2/05/2025 1:32:58"
"svchost","3896","0,125","10027008","2/05/2025 1:32:58"
"svchost","3996","0,84375","16662528","2/05/2025 1:32:55"
"svchost","4136","0,421875","13078528","2/05/2025 1:32:58"
"svchost","4288","0,046875","14835712","2/05/2025 1:32:58"
"svchost","4360","0,0625","17584128","2/05/2025 1:34:34"
"svchost","4428","0","7274496","2/05/2025 1:31:10"
"svchost","4544","0,140625","15253504","2/05/2025 1:32:58"
"svchost","6016","0,03125","12845056","2/05/2025 3:10:03"
"System","4","16,015625","143360","2/05/2025 10:30:39"
"taskhostw","404","0,046875","13901824","2/05/2025 1:32:58"
"taskhostw","4748","0,03125","15757312","2/05/2025 2:22:58"
"TextInputHost","2588","0,21875","43798528","2/05/2025 1:33:01"
"TiWorker","2016","0,171875","13979648","2/05/2025 3:12:16"
"TrustedInstaller","5780","0,015625","7569408","2/05/2025 3:12:16"
"VBoxService","2152","0,90625","7077888","2/05/2025 10:30:45"
"VBoxTray","3000","0,453125","3883008","2/05/2025 1:33:15"
"vds","3420","0,109375","11476992","2/05/2025 1:30:56"
"wininit","556","0,03125","7229440","2/05/2025 10:30:41"
"winlogon","624","0,046875","11714560","2/05/2025 10:30:41"
"wlms","3016","0,015625","3686400","2/05/2025 1:30:55"
"WmiPrvSE","2780","0,03125","13119488","2/05/2025 3:12:03"
"wsmprovhost","1772","0,625","83492864","2/05/2025 1:48:12"
"wsmprovhost","5372","186,3125","276262912","2/05/2025 1:51:41"
